301.08 0.73 1.00
302.08 0.74 1.00
303.10 0.74 1.00
304.15 0.75 1.00
305.18 0.76 1.00
306.20 0.76 1.00
307.25 0.76 1.00
308.31 0.77 1.00
309.35 0.78 1.00
310.39 0.78 1.00
311.44 0.79 1.00
312.49 0.79 1.00
313.03 0.79 1.00
314.08 0.79 1.00
315.18 0.79 1.00
316.24 0.79 1.00
317.28 0.79 1.00
318.36 0.79 1.00
319.43 0.79 1.00
320.48 0.79 1.00
321.01 0.79 1.00
322.08 0.79 1.00
323.17 0.79 1.00
324.24 0.79 1.00
325.30 0.79 1.00
326.40 0.79 1.00
327.46 0.79 1.00
328.00 0.79 1.00
329.09 0.79 1.00
330.18 0.79 1.00
331.22 0.79 1.00
332.28 0.80 1.00
333.37 0.80 1.00
334.44 0.80 1.00
335.51 0.80 1.00
336.06 0.80 1.00
337.21 0.80 1.00
338.28 0.80 1.00
339.35 0.80 1.00
340.45 0.80 1.00
341.53 0.80 1.00
342.07 0.80 1.00
343.15 0.80 1.00
344.24 0.80 1.00
345.31 0.80 1.00
346.40 0.80 1.00
347.50 0.80 1.00
348.06 0.80 1.00
349.16 0.80 1.00
350.23 0.80 1.00
351.35 0.80 1.00
352.44 0.81 1.00
353.53 0.81 1.00
354.12 0.81 1.00
355.24 0.81 1.00
356.33 0.81 1.00
357.46 0.81 1.00
358.04 0.81 1.00
359.16 0.81 1.00
360.27 0.81 1.00
361.41 0.81 1.00
362.56 0.81 1.00
363.14 0.81 1.00
364.28 0.82 1.00
365.45 0.82 1.00
366.04 0.82 1.00
367.19 0.83 1.00
368.37 0.83 1.00
369.53 0.83 1.00
370.11 0.83 1.00
371.28 0.83 1.00
372.46 0.83 1.00
373.07 0.83 1.00
374.21 0.84 1.00
375.41 0.84 1.00
376.02 0.84 1.00
377.20 0.84 1.00
378.39 0.84 1.00
379.01 0.84 1.00
380.20 0.84 1.00
381.37 0.85 1.00
382.57 0.85 1.00
383.20 0.85 1.00
384.40 0.85 1.00
385.58 0.85 1.00
386.20 0.85 1.00
387.38 0.85 1.00
388.56 0.85 1.00
389.17 0.85 1.00
390.40 0.85 1.00
391.01 0.85 1.00
392.20 0.85 1.00
393.41 0.85 1.00
394.03 0.85 1.00
395.24 0.85 1.00
396.43 0.85 1.00
397.07 0.85 1.00
398.30 0.85 1.00
399.49 0.85 1.00
400.12 0.85 1.00
401.35 0.85 1.00
402.53 0.85 1.00
403.15 0.85 1.00
404.39 0.85 1.00
405.03 0.85 1.00
406.24 0.85 1.00
407.46 0.85 1.00
408.11 0.85 1.00
409.34 0.86 1.00
410.57 0.86 1.00
411.19 0.86 1.00
412.44 0.87 1.00
413.06 0.87 1.00
414.29 0.87 1.00
415.57 0.87 1.00
416.21 0.87 1.00
417.44 0.87 1.00
418.08 0.87 1.00
419.38 0.87 1.00
420.02 0.87 1.00
421.26 0.87 1.00
422.54 0.88 1.00
423.21 0.88 1.00
424.49 0.89 1.00
425.15 0.89 1.00
426.46 0.89 1.00
427.12 0.89 1.00
428.42 0.89 1.00
429.09 0.89 1.00
430.40 0.89 1.00
431.08 0.89 1.00
432.41 0.89 1.00
433.12 0.90 1.00
434.47 0.90 1.00
435.15 0.90 1.00
436.48 0.90 1.00
437.18 0.90 1.00
438.56 0.90 1.00
439.24 0.90 1.00
440.61 0.91 1.00
