0.00 0.00 0.00
1.02 0.00 1.00
2.02 0.00 1.00
3.02 0.00 1.00
4.02 0.00 1.00
5.00 0.00 1.00
6.02 0.00 1.00
7.02 0.00 1.00
8.00 0.00 1.00
9.02 0.00 1.00
10.02 0.00 1.00
11.02 0.00 1.00
12.02 0.00 1.00
13.02 0.00 1.00
14.01 0.00 1.00
15.01 0.00 1.00
16.02 0.00 1.00
17.01 0.00 1.00
18.01 0.00 1.00
19.02 0.00 1.00
20.02 0.00 1.00
21.02 0.00 1.00
22.02 0.00 1.00
23.02 0.00 1.00
24.02 0.00 1.00
25.01 0.00 1.00
26.02 0.00 1.00
27.01 0.00 1.00
28.02 0.00 1.00
29.01 0.00 1.00
30.00 0.00 1.00
31.02 0.00 1.00
32.02 0.00 1.00
33.02 0.00 1.00
34.03 0.00 1.00
35.01 0.00 1.00
36.02 0.00 1.00
37.02 0.00 1.00
38.03 0.00 1.00
39.00 0.00 1.00
40.02 0.00 1.00
41.02 0.00 1.00
42.02 0.00 1.00
43.02 0.00 1.00
44.00 0.00 1.00
45.03 0.00 1.00
46.01 0.00 1.00
47.01 0.00 1.00
48.02 0.00 1.00
49.01 0.00 1.00
50.02 0.00 1.00
51.02 0.00 1.00
52.07 0.00 1.00
53.07 0.00 1.00
54.00 0.00 1.00
55.03 0.00 1.00
56.07 0.00 1.00
57.06 0.00 1.00
58.07 0.00 1.00
59.03 0.00 1.00
60.01 0.00 1.00
61.07 0.00 1.00
62.07 0.00 1.00
63.00 0.00 1.00
64.00 0.00 1.00
65.07 0.00 1.00
66.07 0.00 1.00
67.01 0.01 1.00
68.06 0.01 1.00
69.02 0.01 1.00
70.01 0.01 1.00
71.07 0.00 1.00
72.00 0.00 1.00
73.01 0.00 1.00
74.01 0.00 1.00
75.07 0.00 1.00
76.07 0.00 1.00
77.00 0.00 1.00
78.01 0.00 1.00
79.02 0.00 1.00
80.02 0.02 1.00
81.01 0.02 1.00
82.02 0.01 1.00
83.01 0.01 1.00
84.08 0.00 1.00
85.02 0.00 1.00
86.01 0.00 1.00
87.03 0.01 1.00
88.08 0.00 1.00
89.07 0.01 1.00
90.09 0.02 1.00
91.02 0.02 1.00
92.02 0.02 1.00
93.00 0.02 1.00
94.02 0.02 1.00
95.09 0.02 1.00
96.07 0.02 1.00
97.08 0.02 1.00
98.03 0.03 1.00
99.09 0.04 1.00
100.05 0.04 1.00
101.01 0.06 1.00
102.08 0.05 1.00
103.07 0.05 1.00
104.07 0.05 1.00
105.08 0.05 1.00
106.08 0.05 1.00
107.09 0.05 1.00
108.00 0.05 1.00
109.02 0.06 1.00
110.04 0.06 1.00
111.05 0.06 1.00
112.06 0.06 1.00
113.07 0.07 1.00
114.09 0.07 1.00
115.01 0.07 1.00
116.05 0.07 1.00
117.09 0.07 1.00
118.01 0.07 1.00
119.04 0.07 1.00
120.07 0.08 1.00
121.10 0.08 1.00
122.03 0.09 1.00
123.10 0.11 1.00
124.06 0.11 1.00
125.03 0.11 1.00
126.01 0.11 1.00
127.10 0.12 1.00
128.08 0.12 1.00
129.08 0.13 1.00
130.07 0.13 1.00
131.07 0.13 1.00
132.05 0.14 1.00
133.03 0.14 1.00
134.02 0.14 1.00
135.02 0.14 1.00
136.01 0.14 1.00
137.10 0.14 1.00
138.09 0.14 1.00
139.10 0.14 1.00
140.09 0.14 1.00
141.08 0.15 1.00
142.08 0.15 1.00
143.07 0.15 1.00
144.06 0.15 1.00
145.06 0.15 1.00
146.06 0.16 1.00
147.08 0.16 1.00
148.11 0.16 1.00
149.02 0.16 1.00
150.06 0.16 1.00
151.09 0.16 1.00
152.00 0.16 1.00
153.04 0.16 1.00
154.09 0.17 1.00
155.02 0.17 1.00
156.08 0.17 1.00
157.03 0.17 1.00
158.11 0.17 1.00
159.05 0.17 1.00
160.01 0.17 1.00
161.12 0.17 1.00
162.10 0.17 1.00
163.07 0.17 1.00
164.05 0.17 1.00
165.03 0.18 1.00
166.01 0.18 1.00
167.14 0.19 1.00
168.13 0.19 1.00
169.13 0.19 1.00
170.13 0.19 1.00
171.11 0.19 1.00
172.09 0.19 1.00
173.06 0.19 1.00
174.04 0.19 1.00
175.03 0.19 1.00
176.03 0.19 1.00
177.04 0.19 1.00
178.06 0.20 1.00
179.08 0.20 1.00
180.12 0.20 1.00
181.02 0.20 1.00
182.06 0.20 1.00
183.10 0.21 1.00
184.14 0.21 1.00
185.05 0.21 1.00
186.09 0.21 1.00
187.14 0.21 1.00
188.03 0.21 1.00
189.08 0.21 1.00
190.14 0.21 1.00
191.05 0.22 1.00
192.13 0.22 1.00
193.06 0.23 1.00
194.12 0.23 1.00
195.04 0.23 1.00
196.13 0.23 1.00
197.06 0.23 1.00
198.01 0.23 1.00
199.12 0.23 1.00
200.10 0.23 1.00
201.08 0.24 1.00
202.09 0.24 1.00
203.12 0.23 1.00
204.16 0.26 1.00
205.05 0.26 1.00
206.13 0.26 1.00
207.05 0.26 1.00
208.16 0.27 1.00
209.12 0.27 1.00
210.06 0.28 1.00
211.01 0.29 1.00
212.17 0.32 1.00
213.16 0.32 1.00
214.13 0.33 1.00
215.13 0.34 1.00
216.13 0.34 1.00
217.10 0.34 1.00
218.10 0.35 1.00
219.10 0.35 1.00
220.10 0.35 1.00
221.08 0.35 1.00
222.10 0.36 1.00
223.14 0.36 1.00
224.17 0.36 1.00
225.00 0.37 1.00
226.10 0.37 1.00
227.19 0.37 1.00
228.07 0.38 1.00
229.21 0.38 1.00
230.17 0.39 1.00
231.12 0.39 1.00
232.07 0.40 1.00
233.09 0.42 1.00
234.11 0.42 1.00
235.11 0.44 1.00
236.16 0.45 1.00
237.26 0.46 1.00
238.08 0.47 1.00
239.15 0.48 1.00
240.26 0.48 1.00
241.12 0.48 1.00
242.22 0.48 1.00
243.07 0.48 1.00
244.23 0.50 1.00
245.10 0.51 1.00
246.24 0.51 1.00
247.14 0.51 1.00
248.07 0.51 1.00
249.26 0.51 1.00
250.16 0.51 1.00
251.10 0.52 1.00
252.07 0.53 1.00
253.29 0.53 1.00
254.22 0.54 1.00
255.19 0.55 1.00
256.14 0.56 1.00
257.08 0.56 1.00
258.06 0.56 1.00
259.06 0.56 1.00
260.00 0.56 1.00
261.29 0.56 1.00
262.30 0.56 1.00
263.27 0.57 1.00
264.24 0.57 1.00
265.26 0.57 1.00
266.31 0.57 1.00
267.33 0.58 1.00
268.03 0.58 1.00
269.10 0.58 1.00
270.17 0.58 1.00
271.22 0.58 1.00
272.30 0.59 1.00
273.03 0.60 1.00
274.09 0.61 1.00
275.18 0.61 1.00
276.30 0.61 1.00
277.03 0.61 1.00
278.10 0.61 1.00
279.22 0.61 1.00
280.35 0.61 1.00
281.11 0.61 1.00
282.23 0.63 1.00
283.01 0.63 1.00
284.18 0.63 1.00
285.34 0.63 1.00
286.14 0.63 1.00
287.35 0.64 1.00
288.14 0.64 1.00
289.34 0.65 1.00
290.17 0.66 1.00
291.02 0.66 1.00
292.24 0.67 1.00
293.07 0.67 1.00
294.36 0.67 1.00
295.22 0.67 1.00
296.08 0.67 1.00
297.40 0.68 1.00
298.29 0.69 1.00
299.16 0.69 1.00
300.06 0.69 1.00
301.41 0.69 1.00
302.29 0.69 1.00
303.18 0.70 1.00
304.09 0.70 1.00
305.02 0.70 1.00
306.37 0.71 1.00
307.29 0.71 1.00
308.23 0.72 1.00
309.17 0.72 1.00
310.07 0.71 1.00
311.45 0.71 1.00
312.39 0.71 1.00
313.32 0.71 1.00
314.24 0.72 1.00
315.19 0.72 1.00
316.14 0.73 1.00
317.06 0.73 1.00
318.44 0.73 1.00
319.39 0.73 1.00
320.32 0.73 1.00
321.26 0.73 1.00
322.22 0.73 1.00
323.19 0.73 1.00
324.14 0.73 1.00
325.11 0.73 1.00
326.09 0.73 1.00
327.04 0.73 1.00
328.01 0.74 1.00
329.00 0.74 1.00
330.45 0.74 1.00
331.44 0.75 1.00
332.44 0.75 1.00
333.43 0.75 1.00
334.42 0.75 1.00
335.41 0.75 1.00
336.42 0.75 1.00
337.42 0.75 1.00
338.42 0.76 1.00
339.44 0.76 1.00
340.46 0.76 1.00
341.46 0.76 1.00
342.47 0.76 1.00
343.49 0.77 1.00
344.02 0.77 1.00
345.03 0.77 1.00
346.06 0.77 1.00
347.09 0.77 1.00
348.12 0.77 1.00
349.14 0.77 1.00
350.19 0.77 1.00
351.22 0.77 1.00
352.24 0.77 1.00
353.30 0.77 1.00
354.35 0.78 1.00
355.37 0.78 1.00
356.44 0.78 1.00
357.52 0.78 1.00
358.06 0.78 1.00
359.10 0.78 1.00
360.19 0.79 1.00
361.28 0.79 1.00
362.32 0.79 1.00
363.38 0.79 1.00
364.49 0.80 1.00
365.04 0.80 1.00
366.11 0.80 1.00
367.22 0.80 1.00
368.33 0.80 1.00
369.45 0.80 1.00
370.01 0.80 1.00
371.11 0.80 1.00
372.25 0.80 1.00
373.35 0.81 1.00
374.48 0.81 1.00
375.06 0.81 1.00
376.18 0.82 1.00
377.31 0.82 1.00
378.46 0.82 1.00
379.04 0.82 1.00
380.18 0.82 1.00
381.33 0.82 1.00
382.47 0.82 1.00
383.04 0.82 1.00
384.17 0.82 1.00
385.33 0.82 1.00
386.47 0.82 1.00
387.04 0.82 1.00
388.19 0.82 1.00
389.36 0.82 1.00
390.51 0.82 1.00
391.08 0.82 1.00
392.25 0.82 1.00
393.40 0.83 1.00
394.53 0.83 1.00
395.13 0.83 1.00
396.33 0.83 1.00
397.47 0.83 1.00
398.07 0.83 1.00
399.27 0.83 1.00
400.48 0.83 1.00
401.07 0.83 1.00
402.29 0.83 1.00
403.55 0.83 1.00
404.16 0.84 1.00
405.36 0.84 1.00
406.64 0.85 1.00
407.29 0.85 1.00
408.47 0.85 1.00
409.10 0.85 1.00
410.39 0.87 1.00
411.05 0.87 1.00
412.25 0.87 1.00
413.52 0.88 1.00
414.19 0.88 1.00
